Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
533,5208,4,2017-07-23,2017-12-17
534,536,5,2017-01-02,2017-05-12
534,545,4,2017-01-02,2017-05-20
534,569,4,2017-01-02,2017-05-20
534,572,6,2017-01-02,2017-05-20
534,577,5,2017-01-02,2017-05-12
534,589,5,2017-01-02,2017-07-15
534,674,5,2017-06-16,2017-09-21
534,860,4,2017-05-07,2017-06-16
534,1752,4,2017-05-07,2017-12-21
534,2250,4,2017-06-16,2017-08-13
534,2732,5,2017-04-26,2017-06-16
534,3858,4,2017-06-16,2017-08-13
534,4397,4,2017-04-26,2017-07-04
534,5564,5,2017-05-07,2017-07-04
534,5587,4,2017-05-20,2017-07-15
534,5984,4,2017-04-26,2017-05-20
534,6946,4,2017-05-07,2017-07-04
534,7068,7,2017-05-07,2017-08-13
534,7612,5,2017-05-07,2017-07-04
534,7666,4,2017-04-26,2017-05-20
534,8146,6,2017-05-07,2017-07-15
534,8722,4,2017-06-16,2017-08-13
534,8747,4,2017-06-16,2017-08-13
536,542,4,2017-01-02,2017-02-17
536,556,4,2017-01-02,2017-02-17
536,563,4,2017-01-02,2017-02-17
536,568,4,2017-01-02,2017-02-17
536,572,5,2017-01-02,2017-05-12
536,574,4,2017-01-02,2017-02-17
536,577,5,2017-01-02,2017-05-12
536,595,5,2017-01-02,2017-05-16
536,1143,5,2017-01-20,2017-07-03
536,1191,4,2017-04-26,2017-07-08
536,1632,4,2017-04-26,2017-05-16
536,2660,5,2017-05-07,2017-07-08
536,2723,4,2017-04-26,2017-05-16
536,3180,4,2017-04-26,2017-05-16
536,3275,4,2017-04-26,2017-05-16
536,3657,4,2017-04-26,2017-05-16
536,4036,4,2017-04-26,2017-05-16
536,4142,5,2017-02-17,2017-05-16
536,4483,4,2017-04-26,2017-05-16
536,4711,4,2017-04-26,2017-05-16
536,4719,4,2017-04-26,2017-05-16
536,5740,4,2017-04-26,2017-05-16
537,570,4,2017-01-02,2017-03-21
537,585,4,2017-01-02,2017-03-21
537,597,5,2017-01-02,2017-03-21
537,917,4,2017-02-26,2017-05-20
537,1762,4,2017-02-26,2017-05-16
537,4030,4,2017-02-26,2017-05-16
537,6993,5,2017-05-16,2017-09-01
537,7528,4,2017-03-21,2017-05-20
537,8922,4,2017-05-16,2017-08-02
538,539,4,2017-01-02,2017-09-07
540,574,5,2017-01-02,2017-09-09
540,3839,4,2017-07-21,2017-09-09
540,4623,5,2017-07-19,2017-09-09
540,8801,5,2017-07-08,2017-09-05
540,10943,5,2017-07-19,2017-09-09
541,558,4,2017-01-02,2017-09-01
542,556,4,2017-01-02,2017-02-17
542,563,4,2017-01-02,2017-02-17
542,568,4,2017-01-02,2017-02-17
542,574,4,2017-01-02,2017-02-17
544,549,4,2017-01-02,2017-05-22
544,563,4,2017-01-02,2017-04-20
544,584,5,2017-01-02,2017-02-10
544,595,5,2017-01-02,2017-02-10
544,917,5,2017-05-23,2017-09-14
544,1178,4,2017-04-20,2017-09-19
544,1266,4,2017-05-23,2017-07-17
544,1508,4,2017-02-05,2017-05-22
544,1511,5,2017-06-26,2017-08-15
544,1791,6,2017-02-05,2017-07-20
544,2262,4,2017-07-05,2017-08-15
544,2910,4,2017-06-26,2017-07-20
544,3486,6,2017-05-23,2017-08-15
544,3573,4,2017-07-05,2017-08-15
544,4113,4,2017-02-05,2017-07-17
544,4170,5,2017-02-05,2017-09-14
544,4200,4,2017-02-05,2017-09-19
544,5665,4,2017-06-26,2017-07-20
544,6652,4,2017-06-26,2017-07-20
544,7059,5,2017-06-26,2017-08-15
544,7064,4,2017-06-26,2017-07-20
544,7089,4,2017-06-26,2017-07-20
544,8099,5,2017-05-22,2017-07-17
544,9840,4,2017-06-26,2017-07-20
544,10150,4,2017-05-23,2017-07-17
544,10334,4,2017-07-05,2017-08-15
544,11290,4,2017-07-20,2017-09-14
544,11327,4,2017-07-05,2017-08-15
544,11331,4,2017-07-05,2017-08-15
544,11355,4,2017-07-05,2017-08-15
544,11359,4,2017-07-05,2017-08-15
544,11388,7,2017-07-05,2017-09-19
544,11788,4,2017-08-15,2017-09-19
544,12083,4,2017-08-15,2017-09-19
545,569,5,2017-01-02,2017-05-20
545,572,4,2017-01-02,2017-05-20
545,595,4,2017-01-02,2017-05-15
545,1796,4,2017-05-15,2017-11-07
545,1825,4,2017-10-31,2017-11-24
545,6445,5,2017-07-11,2017-11-21
545,7995,4,2017-05-15,2017-07-12
545,10175,4,2017-10-31,2017-11-24
545,10388,4,2017-07-12,2017-11-21
545,10962,5,2017-07-11,2017-11-21
545,11334,4,2017-10-31,2017-11-24
545,12530,4,2017-10-31,2017-11-24
545,12567,4,2017-10-31,2017-11-24
546,551,6,2017-01-02,2017-05-29
546,564,5,2017-01-02,2017-05-08
546,568,4,2017-01-02,2017-05-03
546,574,5,2017-01-02,2017-05-08
546,590,4,2017-01-02,2017-05-03
546,592,5,2017-01-02,2017-05-08
546,594,5,2017-01-02,2017-05-08
546,629,4,2017-04-25,2017-05-29
546,1128,4,2017-04-25,2017-11-25
546,1701,4,2017-04-25,2017-05-29
546,1811,4,2017-04-25,2017-05-29
546,1938,4,2017-04-25,2017-05-29
546,2642,4,2017-04-25,2017-05-29
546,3012,4,2017-04-25,2017-05-29
546,3115,4,2017-04-25,2017-05-29
546,4765,4,2017-04-25,2017-09-27
546,4779,4,2017-04-25,2017-05-29
546,4795,4,2017-04-25,2017-05-29
546,5220,4,2017-04-25,2017-05-29
546,5232,4,2017-04-25,2017-05-29
546,5238,4,2017-04-25,2017-11-29
546,5243,4,2017-04-25,2017-05-29
546,5279,4,2017-04-25,2017-05-29
546,7650,4,2017-04-25,2017-05-29
546,7694,4,2017-04-25,2017-05-29
548,569,4,2017-01-02,2017-06-04
548,1320,4,2017-04-09,2017-04-30
548,4203,5,2017-04-09,2017-05-22
548,4744,4,2017-04-09,2017-04-30
548,4841,4,2017-05-22,2017-06-14
548,7306,6,2017-04-15,2017-06-04
548,7384,4,2017-04-15,2017-05-22
548,7761,4,2017-04-15,2017-05-22
548,7795,5,2017-04-15,2017-06-04
548,8390,4,2017-04-15,2017-05-22
548,8798,5,2017-04-29,2017-06-04
550,578,4,2017-01-02,2017-02-15
551,564,5,2017-01-02,2017-05-08
551,568,4,2017-01-02,2017-05-03
551,574,6,2017-01-02,2017-05-08
551,590,4,2017-01-02,2017-05-03
551,592,5,2017-01-02,2017-05-08
551,594,5,2017-01-02,2017-05-08
551,629,5,2017-04-25,2017-08-25
551,1106,4,2017-03-10,2017-05-08
551,1126,4,2017-03-10,2017-05-08
551,1701,4,2017-04-25,2017-05-29
551,1811,4,2017-04-25,2017-05-29
551,1938,5,2017-03-10,2017-05-29
551,2642,4,2017-04-25,2017-05-29
551,3012,4,2017-04-25,2017-05-29
551,3106,4,2017-03-10,2017-05-08
551,3115,4,2017-04-25,2017-05-29
551,4058,4,2017-03-10,2017-05-08
551,4717,4,2017-03-10,2017-05-08
551,4779,4,2017-04-25,2017-05-29
551,4795,4,2017-04-25,2017-05-29
551,5220,4,2017-04-25,2017-05-29
551,5232,5,2017-03-10,2017-05-29
551,5243,5,2017-04-25,2017-08-25
551,5278,4,2017-03-10,2017-05-08
551,5279,4,2017-04-25,2017-05-29
551,7650,4,2017-04-25,2017-05-29
551,7694,4,2017-04-25,2017-05-29
552,583,4,2017-01-02,2017-08-07
553,562,4,2017-01-02,2017-04-13
553,578,4,2017-01-02,2017-04-13
553,1898,5,2017-04-09,2017-12-09
553,7682,4,2017-04-09,2017-12-09
554,568,4,2017-01-02,2017-06-04
554,570,5,2017-01-02,2017-02-25
554,585,4,2017-01-02,2017-02-23
554,942,4,2017-02-25,2017-04-13
554,1156,4,2017-01-20,2017-03-19
554,1167,4,2017-01-20,2017-03-19
554,1326,4,2017-02-25,2017-04-13
554,1436,4,2017-04-11,2017-04-20
554,2143,7,2017-02-23,2017-04-20
554,2401,4,2017-04-11,2017-04-20
554,2712,4,2017-01-20,2017-03-19
554,3171,5,2017-04-11,2017-06-04
554,3442,5,2017-04-11,2017-06-04
554,3472,4,2017-04-11,2017-04-20
554,4125,4,2017-04-11,2017-04-20
554,4278,4,2017-04-11,2017-04-20
554,4280,5,2017-04-11,2017-06-04
554,4896,4,2017-04-11,2017-04-20
554,4919,4,2017-04-11,2017-04-20
554,5015,4,2017-04-11,2017-04-20
554,5073,4,2017-04-11,2017-04-20
554,5074,4,2017-04-11,2017-04-20
554,5303,4,2017-04-11,2017-04-20
554,6911,4,2017-04-13,2017-06-04
554,6921,4,2017-04-13,2017-06-04
555,581,4,2017-01-02,2017-07-24
556,563,4,2017-01-02,2017-02-17
556,568,4,2017-01-02,2017-02-17
556,574,4,2017-01-02,2017-02-17
556,592,4,2017-01-02,2017-07-01
556,942,4,2017-07-23,2017-08-19
556,1024,4,2017-07-23,2017-08-19
556,1164,7,2017-07-01,2017-08-19
556,1177,4,2017-01-20,2017-08-19
556,1218,5,2017-02-17,2017-08-19
556,1246,6,2017-07-01,2017-08-18
556,1343,5,2017-07-01,2017-07-28
556,1464,6,2017-07-02,2017-08-19
556,1678,5,2017-07-01,2017-07-28
556,1737,4,2017-02-17,2017-07-04
556,1927,5,2017-07-01,2017-07-28
556,2097,5,2017-07-01,2017-07-28
556,2185,4,2017-07-23,2017-08-19
556,2718,5,2017-07-01,2017-07-28
556,3531,4,2017-07-23,2017-08-19
556,3677,7,2017-07-01,2017-08-19
556,4494,4,2017-07-23,2017-08-19
556,4514,4,2017-07-23,2017-08-19
556,4707,4,2017-07-23,2017-08-19
556,4749,4,2017-07-23,2017-08-19
556,4802,4,2017-07-23,2017-08-19
556,5055,4,2017-07-02,2017-07-28
556,5459,7,2017-07-01,2017-08-19
556,5669,6,2017-07-01,2017-08-18
556,5734,4,2017-07-02,2017-07-28
556,5850,4,2017-07-02,2017-07-28
556,6013,4,2017-07-02,2017-07-28
556,6783,5,2017-07-01,2017-07-28
556,7349,6,2017-07-01,2017-08-18
556,7507,6,2017-07-02,2017-08-19
556,7737,4,2017-07-23,2017-08-19
556,7998,4,2017-07-02,2017-07-28
556,8004,5,2017-07-02,2017-08-18
556,8114,6,2017-07-02,2017-08-19
556,8165,6,2017-07-01,2017-08-18
556,8195,4,2017-07-02,2017-07-28
556,8444,5,2017-07-02,2017-08-18
556,8445,4,2017-07-02,2017-07-28
556,8475,4,2017-07-02,2017-07-28
556,8595,4,2017-07-23,2017-08-19
556,9063,7,2017-07-01,2017-08-19
556,9441,4,2017-07-23,2017-08-19
556,9752,5,2017-07-01,2017-07-28
556,9828,5,2017-07-01,2017-07-28
556,10975,6,2017-07-02,2017-08-19
556,11275,7,2017-07-01,2017-08-19
556,11407,4,2017-07-23,2017-08-19
556,11917,4,2017-07-23,2017-08-19
556,11919,4,2017-07-23,2017-08-19
556,11957,4,2017-07-23,2017-08-19
557,561,4,2017-01-02,2017-07-18
557,593,4,2017-01-02,2017-07-18
557,614,4,2017-07-13,2017-07-18
557,728,4,2017-07-13,2017-07-18
557,736,4,2017-07-13,2017-07-18
557,863,4,2017-07-13,2017-07-18
557,888,4,2017-07-13,2017-07-18
557,1041,4,2017-07-13,2017-07-18
557,1064,4,2017-07-13,2017-07-18
557,1126,4,2017-01-20,2017-09-25
557,1138,5,2017-01-20,2017-07-18
557,1283,4,2017-07-13,2017-07-18
557,1296,4,2017-07-13,2017-07-18
557,1309,4,2017-07-15,2017-08-22
557,1378,4,2017-07-13,2017-07-18
557,1404,4,2017-07-13,2017-07-18
557,1670,4,2017-07-13,2017-07-18
557,1762,4,2017-07-13,2017-07-18
557,2108,5,2017-07-13,2017-08-22
557,2117,4,2017-07-13,2017-07-18
557,2174,4,2017-07-13,2017-07-18
557,2479,4,2017-07-13,2017-07-18
557,2489,4,2017-07-13,2017-07-18
557,2503,5,2017-07-13,2017-08-22
557,2532,4,2017-07-13,2017-07-18
557,3275,5,2017-07-13,2017-08-22
557,3432,4,2017-07-13,2017-07-18
557,3851,4,2017-07-13,2017-07-18
557,4010,4,2017-07-13,2017-07-18
557,4121,4,2017-07-13,2017-07-18
557,4188,4,2017-07-13,2017-07-18
557,4217,4,2017-07-13,2017-07-18
557,4269,4,2017-07-13,2017-07-18
557,4318,4,2017-07-13,2017-07-18
557,4336,4,2017-07-13,2017-07-18
557,4337,4,2017-07-13,2017-07-18
557,4364,4,2017-07-13,2017-07-18
557,4580,4,2017-07-13,2017-07-18
557,4584,4,2017-07-13,2017-07-18
557,4689,5,2017-07-13,2017-08-22
557,4728,4,2017-07-13,2017-07-18
557,4784,4,2017-07-16,2017-09-25
557,4823,5,2017-07-13,2017-08-22
557,5016,4,2017-07-13,2017-07-18
557,5031,4,2017-07-13,2017-07-18
557,5132,4,2017-07-13,2017-07-18
557,5209,5,2017-07-13,2017-08-22
557,5530,5,2017-07-13,2017-08-22
557,5696,4,2017-07-13,2017-07-18
557,6024,4,2017-07-13,2017-07-18
557,6053,5,2017-07-13,2017-08-22
557,6522,4,2017-07-13,2017-07-18
557,6548,4,2017-07-13,2017-07-18
557,6810,4,2017-07-15,2017-08-22
557,6987,4,2017-07-13,2017-07-18
557,7076,4,2017-07-13,2017-07-18
557,7098,4,2017-07-13,2017-07-18
557,7579,4,2017-07-13,2017-07-18
557,7677,4,2017-07-13,2017-07-18
557,7679,4,2017-07-13,2017-07-18
557,7706,4,2017-07-13,2017-07-18
557,7809,4,2017-07-13,2017-07-18
557,8194,4,2017-07-13,2017-07-18
557,8266,4,2017-07-13,2017-07-18
557,8424,4,2017-07-13,2017-07-18
557,8912,4,2017-07-13,2017-07-18
557,9659,4,2017-07-13,2017-07-18
557,10016,4,2017-07-13,2017-07-18
557,10017,4,2017-07-13,2017-07-18
557,10023,4,2017-07-13,2017-07-18
557,10037,4,2017-07-13,2017-07-18
557,10058,4,2017-07-13,2017-07-18
557,10083,4,2017-07-13,2017-07-18
557,10581,4,2017-08-22,2017-09-25
558,1266,4,2017-09-28,2017-12-20
558,2518,5,2017-09-20,2017-12-20
558,7509,4,2017-08-01,2017-10-01
559,1016,4,2017-08-02,2017-09-16
559,2472,4,2017-09-14,2017-10-15
559,2758,5,2017-08-02,2017-09-21
559,4242,4,2017-08-02,2017-09-16
559,5027,4,2017-08-06,2017-09-21
559,5671,5,2017-08-02,2017-09-21
559,5911,5,2017-08-02,2017-09-21
559,6570,4,2017-08-02,2017-09-16
559,7446,4,2017-08-02,2017-09-16
559,7481,5,2017-08-02,2017-09-21
559,7834,5,2017-08-06,2017-10-15
559,8505,4,2017-08-02,2017-09-16
559,8514,6,2017-08-02,2017-10-15
559,9503,4,2017-08-02,2017-09-16
559,11763,4,2017-09-14,2017-10-15
560,567,4,2017-01-02,2017-06-12
560,571,4,2017-01-02,2017-06-12
560,1134,4,2017-06-11,2017-09-15
560,1474,4,2017-06-11,2017-08-22
560,5219,5,2017-06-11,2017-09-15
560,8576,4,2017-08-22,2017-11-16
560,10407,4,2017-06-12,2017-09-01
560,10430,4,2017-06-12,2017-09-01
560,10439,4,2017-06-12,2017-09-01
561,593,4,2017-01-02,2017-07-18
562,578,4,2017-01-02,2017-04-13
562,2746,4,2017-04-09,2017-05-31
562,3600,4,2017-04-09,2017-05-31
563,568,4,2017-01-02,2017-02-17
563,574,4,2017-01-02,2017-02-17
564,568,4,2017-01-02,2017-05-03
564,574,5,2017-01-02,2017-05-08
564,590,4,2017-01-02,2017-05-03
564,592,7,2017-01-02,2017-06-06
564,594,5,2017-01-02,2017-05-08
564,1146,5,2017-04-25,2017-06-06
564,1160,5,2017-04-25,2017-06-06
564,1183,4,2017-04-25,2017-06-04
564,1246,5,2017-04-25,2017-06-06
564,1531,5,2017-04-25,2017-06-06
564,1730,5,2017-04-25,2017-06-06
564,1831,5,2017-04-25,2017-06-06
564,2032,4,2017-04-25,2017-06-04
564,3147,5,2017-04-25,2017-06-06
564,3255,5,2017-04-25,2017-06-06
564,3357,5,2017-04-25,2017-06-06
564,3609,4,2017-04-25,2017-06-04
564,3637,5,2017-04-25,2017-06-06
564,3931,4,2017-04-25,2017-06-04
564,4717,4,2017-04-25,2017-06-04
564,4726,5,2017-04-25,2017-06-06
564,4765,5,2017-04-25,2017-06-06
564,4769,5,2017-04-25,2017-06-06
564,5812,5,2017-04-25,2017-06-06
564,7676,5,2017-04-25,2017-06-06
564,8474,4,2017-06-04,2017-09-12
564,9406,4,2017-06-04,2017-09-12
565,613,4,2017-09-28,2017-11-06
565,1142,4,2017-09-28,2017-11-06
565,2211,4,2017-04-20,2017-09-28
565,3875,4,2017-09-28,2017-11-06
565,4683,4,2017-10-22,2017-12-31
565,5021,4,2017-10-22,2017-12-31
565,6001,5,2017-09-11,2017-11-06
565,6987,4,2017-09-11,2017-10-25
565,9653,4,2017-09-28,2017-11-06
565,10398,4,2017-09-28,2017-11-06
565,11527,4,2017-09-28,2017-11-06
565,12389,4,2017-09-28,2017-11-06
567,571,4,2017-01-02,2017-06-12
568,574,6,2017-01-02,2017-05-03
568,590,5,2017-01-02,2017-06-04
568,592,6,2017-01-02,2017-12-16
568,594,4,2017-01-02,2017-05-03
568,1122,4,2017-04-25,2017-12-16
568,1126,4,2017-01-20,2017-05-03
568,5278,4,2017-04-25,2017-12-29
569,572,4,2017-01-02,2017-05-20
569,595,4,2017-01-02,2017-05-15
569,882,4,2017-05-15,2017-06-04
569,1055,4,2017-04-26,2017-06-04
569,5249,5,2017-04-26,2017-06-04
569,7700,4,2017-04-26,2017-06-04
570,585,5,2017-01-02,2017-03-21
570,597,4,2017-01-02,2017-03-21
570,962,4,2017-02-23,2017-04-09
570,1145,4,2017-01-20,2017-04-14
570,1186,4,2017-01-20,2017-03-21
570,1351,4,2017-02-23,2017-09-17
570,1813,4,2017-02-23,2017-04-09
570,2610,4,2017-03-21,2017-09-10
570,4010,4,2017-02-23,2017-10-08
570,4034,4,2017-02-23,2017-09-17
571,4754,4,2017-06-11,2017-10-19
571,7625,4,2017-06-12,2017-10-25
572,577,5,2017-01-02,2017-05-12
572,815,4,2017-05-07,2017-05-23
572,1544,4,2017-05-07,2017-05-23
572,1752,4,2017-05-07,2017-05-23
572,2262,4,2017-05-07,2017-05-23
572,2732,4,2017-04-26,2017-05-20
572,3440,4,2017-05-07,2017-05-23
572,4200,4,2017-05-07,2017-05-23
572,5984,4,2017-04-26,2017-05-20
572,6205,4,2017-05-07,2017-05-23
572,7666,4,2017-04-26,2017-05-20
574,590,4,2017-01-02,2017-05-03
574,592,6,2017-01-02,2017-05-08
574,594,7,2017-01-02,2017-06-11
574,1106,4,2017-03-10,2017-05-08
574,1126,6,2017-01-20,2017-05-08
574,1214,6,2017-04-25,2017-07-04
574,1449,4,2017-01-20,2017-09-09
574,1730,4,2017-02-17,2017-05-08
574,1917,5,2017-04-25,2017-06-11
574,1938,4,2017-03-10,2017-05-08
574,2702,5,2017-04-25,2017-09-09
574,2745,5,2017-04-25,2017-06-11
574,2747,4,2017-03-10,2017-07-04
574,3071,4,2017-07-04,2017-09-09
574,3106,4,2017-03-10,2017-05-08
574,3115,4,2017-02-17,2017-05-08
574,3147,4,2017-02-17,2017-05-08
574,3802,5,2017-04-25,2017-06-11
574,4058,6,2017-03-10,2017-06-11
574,4283,5,2017-04-25,2017-06-11
574,4717,4,2017-03-10,2017-05-08
574,4772,5,2017-04-25,2017-06-11
574,5232,4,2017-03-10,2017-05-08
574,5278,4,2017-03-10,2017-05-08
574,5644,5,2017-04-25,2017-06-11
574,7403,4,2017-07-04,2017-09-09
574,8007,4,2017-06-08,2017-08-14
575,588,4,2017-01-02,2017-09-27
577,1151,4,2017-04-26,2017-05-24
577,4893,4,2017-04-26,2017-05-24
578,588,5,2017-01-02,2017-11-25
578,1186,4,2017-01-20,2017-11-25
578,1447,4,2017-03-22,2017-11-21
578,1886,5,2017-01-20,2017-03-28
578,1908,4,2017-03-05,2017-04-09
578,2134,5,2017-03-05,2017-04-13
578,2190,4,2017-03-05,2017-04-09
578,2271,4,2017-03-22,2017-04-13
578,2316,4,2017-02-15,2017-03-28
578,2462,4,2017-03-22,2017-04-13
578,3706,5,2017-03-05,2017-04-13
578,4179,4,2017-02-15,2017-03-28
578,4288,4,2017-03-22,2017-04-13
578,5196,4,2017-03-05,2017-04-09
578,11071,4,2017-07-16,2017-11-25
578,11077,4,2017-07-16,2017-11-25
580,5447,4,2017-08-19,2017-12-09
581,999,4,2017-07-23,2017-09-19
581,1900,4,2017-07-23,2017-09-19
581,2410,4,2017-07-23,2017-09-19
581,3032,4,2017-07-23,2017-09-19
581,5692,4,2017-07-23,2017-09-19
581,6959,4,2017-07-23,2017-09-19
581,8947,4,2017-07-23,2017-09-19
582,1056,4,2017-07-24,2017-08-15
582,1133,4,2017-10-06,2017-11-08
582,1225,5,2017-10-06,2017-11-12
582,1240,4,2017-07-24,2017-08-15
582,1263,4,2017-07-12,2017-08-12
582,1822,4,2017-07-24,2017-10-17
582,1966,4,2017-07-24,2017-08-15
582,2000,5,2017-07-12,2017-08-15
582,2333,4,2017-10-06,2017-11-08
582,2437,4,2017-07-24,2017-08-15
582,2468,4,2017-10-17,2017-11-12
582,3322,5,2017-07-12,2017-08-15
582,3361,4,2017-07-24,2017-08-15
582,3512,4,2017-10-06,2017-11-08
582,3551,4,2017-07-12,2017-08-12
582,3554,4,2017-07-12,2017-08-12
582,3768,4,2017-10-06,2017-11-08
582,4070,5,2017-07-24,2017-10-06
582,4124,4,2017-08-08,2017-10-06
582,4451,4,2017-07-24,2017-08-15
582,4945,4,2017-07-24,2017-08-15
582,5021,4,2017-07-24,2017-08-15
582,5093,5,2017-07-12,2017-08-15
582,5096,4,2017-07-24,2017-08-15
582,5277,5,2017-07-12,2017-08-15
582,6165,4,2017-07-12,2017-08-12
582,6464,4,2017-07-24,2017-08-15
582,6731,4,2017-10-17,2017-11-12
582,6777,4,2017-07-24,2017-08-15
582,6860,4,2017-10-06,2017-11-08
582,7336,4,2017-07-12,2017-08-12
582,7341,4,2017-10-06,2017-11-08
582,7560,5,2017-07-24,2017-10-06
582,7682,4,2017-07-24,2017-08-15
582,7825,5,2017-07-12,2017-08-15
582,7837,6,2017-07-12,2017-10-17
582,7844,4,2017-07-24,2017-08-15
582,7846,4,2017-10-17,2017-11-12
582,8030,4,2017-07-24,2017-08-15
582,8163,4,2017-07-24,2017-08-15
582,8353,5,2017-07-12,2017-08-15
582,8406,4,2017-07-24,2017-08-15
582,8574,4,2017-07-24,2017-08-15
582,8851,4,2017-07-24,2017-08-15
582,9420,4,2017-10-06,2017-11-08
582,9951,4,2017-07-24,2017-08-15
582,10203,4,2017-07-24,2017-08-15
582,10234,4,2017-07-24,2017-08-15
582,10306,5,2017-07-12,2017-11-08
582,10310,5,2017-07-12,2017-08-15
582,10685,4,2017-10-17,2017-11-12
582,10702,4,2017-07-24,2017-08-15
582,10714,4,2017-07-24,2017-08-15
582,10716,5,2017-07-24,2017-10-17
582,10719,4,2017-07-24,2017-08-15
582,10764,4,2017-07-24,2017-08-15
582,10767,4,2017-07-24,2017-08-15
582,10778,4,2017-07-24,2017-08-15
582,10785,5,2017-07-24,2017-10-17
582,11034,5,2017-10-06,2017-11-12
582,11276,4,2017-07-24,2017-08-15
582,11803,4,2017-07-24,2017-08-15
582,11812,5,2017-10-06,2017-11-12
582,11817,4,2017-07-24,2017-08-15
582,11871,4,2017-07-24,2017-08-15
582,11874,6,2017-07-24,2017-10-17
582,11876,4,2017-07-24,2017-08-15
582,11880,4,2017-07-24,2017-08-15
582,11883,4,2017-07-24,2017-08-15
582,11898,4,2017-07-24,2017-08-15
582,11948,7,2017-07-24,2017-11-08
582,12587,5,2017-10-06,2017-11-12
584,587,4,2017-01-02,2017-06-25
584,595,5,2017-01-02,2017-02-10
584,1134,4,2017-01-20,2017-06-11
584,1197,5,2017-01-20,2017-06-25
584,1703,5,2017-02-05,2017-07-01
584,4125,4,2017-02-05,2017-09-19
585,597,4,2017-01-02,2017-03-21
585,708,5,2017-03-21,2017-07-05
585,1186,6,2017-01-20,2017-06-27
585,1548,4,2017-04-13,2017-07-13
585,3937,4,2017-06-27,2017-07-22
585,4080,4,2017-04-13,2017-07-22
585,4641,4,2017-04-13,2017-07-13
585,7616,4,2017-06-27,2017-07-22
585,8520,4,2017-06-27,2017-07-22
585,9231,4,2017-06-27,2017-07-22
586,1162,4,2017-01-20,2017-11-06
586,3431,4,2017-10-13,2017-11-07
586,4980,4,2017-10-13,2017-11-07
586,8131,4,2017-10-13,2017-11-07
586,9234,4,2017-10-13,2017-11-07
588,1446,4,2017-01-20,2017-11-08
588,4620,4,2017-10-19,2017-11-25
588,7811,4,2017-09-27,2017-11-21
588,8998,4,2017-10-19,2017-11-25
588,9984,4,2017-09-27,2017-11-21
589,674,4,2017-05-22,2017-07-15
589,5153,4,2017-06-16,2017-07-24
589,5587,4,2017-06-16,2017-07-24
589,8003,4,2017-06-16,2017-07-24
589,8722,4,2017-05-22,2017-07-15
589,8747,4,2017-05-22,2017-07-15
590,592,4,2017-01-02,2017-05-03
590,594,4,2017-01-02,2017-05-03
590,1451,5,2017-06-04,2017-09-22
590,2537,4,2017-06-04,2017-09-04
590,3234,4,2017-06-04,2017-09-22
590,4113,5,2017-04-25,2017-06-25
590,4756,5,2017-04-25,2017-06-25
590,5238,5,2017-04-25,2017-06-25
590,5247,4,2017-04-25,2017-06-22
590,10963,4,2017-06-22,2017-09-22
592,594,5,2017-01-02,2017-05-08
592,1126,4,2017-01-20,2017-05-08
592,1146,5,2017-04-25,2017-06-06
592,1160,5,2017-04-25,2017-06-06
592,1183,4,2017-04-25,2017-06-04
592,1214,4,2017-03-11,2017-05-08
592,1246,8,2017-03-11,2017-07-01
592,1531,5,2017-04-25,2017-06-06
592,1701,4,2017-03-11,2017-05-08
592,1730,5,2017-04-25,2017-06-06
592,1831,7,2017-04-25,2017-07-01
592,2032,4,2017-04-25,2017-06-04
592,3012,4,2017-03-11,2017-05-08
592,3147,5,2017-04-25,2017-06-06
592,3255,5,2017-04-25,2017-06-06
592,3357,5,2017-04-25,2017-06-06
592,3609,5,2017-03-11,2017-06-04
592,3615,4,2017-03-11,2017-05-08
592,3637,6,2017-03-11,2017-06-06
592,3931,4,2017-04-25,2017-06-04
592,4717,4,2017-04-25,2017-06-04
592,4726,5,2017-04-25,2017-06-06
592,4765,5,2017-04-25,2017-06-06
592,4769,5,2017-04-25,2017-06-06
592,4981,4,2017-03-11,2017-05-08
592,5278,4,2017-04-25,2017-12-16
592,5812,7,2017-04-25,2017-07-01
592,7676,5,2017-04-25,2017-06-06
592,7986,4,2017-06-04,2017-07-01
592,9436,4,2017-06-04,2017-07-01
592,9774,5,2017-06-06,2017-12-31
592,9828,4,2017-06-04,2017-07-01
592,10198,4,2017-06-04,2017-07-01
593,8117,4,2017-07-16,2017-11-03
594,1214,5,2017-04-25,2017-06-11
594,1917,5,2017-04-25,2017-06-11
594,2745,5,2017-04-25,2017-06-11
594,3802,5,2017-04-25,2017-06-11
594,4058,5,2017-04-25,2017-06-11
594,4283,5,2017-04-25,2017-06-11
594,4772,5,2017-04-25,2017-06-11
594,5243,5,2017-04-25,2017-10-23
594,5644,5,2017-04-25,2017-06-11
595,822,6,2017-04-26,2017-05-29
595,1045,4,2017-05-16,2017-05-29
595,1632,4,2017-02-10,2017-05-24
595,2150,6,2017-04-26,2017-05-29
595,2155,5,2017-04-26,2017-05-25
595,2723,5,2017-04-26,2017-05-29
595,3275,4,2017-04-26,2017-05-25
595,3718,5,2017-05-15,2017-05-29
595,4031,4,2017-05-15,2017-05-25
595,4108,5,2017-02-05,2017-05-16
595,4142,5,2017-04-26,2017-05-29
595,4556,6,2017-04-26,2017-05-29
595,4719,4,2017-04-26,2017-05-25
595,5109,4,2017-05-16,2017-05-29
